pres_nm,facil_sn,brno,voucher,FCLTY_NM,FCLTY_TY_NM,CTPRVN_NM,CTPRVN_CD,FULL_ADDR,RSPNSBLTY_TEL_NO
진익준,20950,1319418894,True,Jins태권스쿨,태권도,전남,46,전라남도 고흥군 고흥읍 흥양길 20Jin's 태권스쿨,
이재우,1,6789000920,True,Judopia 이경근 유도관,유도,경기,41,경기도 용인시 기흥구 흥덕중앙로 1203219호(영덕동),
윤상근,25937,4819400080,True,Jumping kick 나린,태권도,경기,41,"경기도 파주시 가람로 55,301호(와동동,로얄프라자)",
김형준,15373,1219188752,True,Jun태권스쿨,태권도,인천,28,인천 남구 관교동472-7번지 2층,
김재철,23856,1199153487,True,J다이어트 복싱 체육관,복싱,서울,11,서울특별시 관악구 난곡로 2702층 (신림동),
임희정,1,1221086419,True,J댄스매니아,댄스,서울,11,서울특별시 동작구 성대로 36지하(상도동),
권영민,24476,1839600249,True,K 1 복싱체육관,복싱,경북,47,경상북도 봉화군 봉화읍 내성로3길 16k-1복싱체육관,
이성옥,1,1101484658,True,K Top-Dance,댄스,서울,11,서울특별시 은평구 증산서길 64-14삼우빌딩 지하 케이탑댄스 은평본점(증산동),
왕원식,19183,3031223507,True,K WON club,헬스,충북,43,,
박동찬,1,6799801248,True,K 용인대태권도,태권도,서울,11,서울특별시 서대문구 홍은중앙로 893층(홍은동),
현승진,1,1824400169,True,K&D 스포츠,농구,경기,41,경기도 용인시 기흥구 동백죽전대로175번길 4-1케이앤디체육관(중동),
최재문,1,4110956876,True,K-1 STAR GYM,기타종목,전남,46,전라남도 목포시 영산로 635석현빌딩 205호 스타체육관2관(석현동),
김동균,1,1211668161,True,K-1 무비GYM,기타종목,인천,28,인천광역시 미추홀구 경인로 119다복빌딩9층 K-1무비GYM(숭의동),
이주한,1,2359501654,True,K-STAR 도복을입는이유 태권도(청솔관),태권도,경기,41,"경기도 성남시 분당구 미금로 2158단지 대원아파트 상가 2층 201호(금곡동, 청솔마을)",
신혜영,1,6569601163,True,K-TIGER 태권도장,태권도,경남,48,경상남도 김해시 율하임수길 933층 301호(장유동),
이주한,1,6079217568,True,K-star 도복을입는이유 태권도장,태권도,경기,41,"경기도 성남시 분당구 미금로 177신원아파트 단지내상가 3층 k-star도복을입는이유태권도장(구미동, 까치마을)",
윤옥배,1,4119171305,True,K-리더태권도장,태권도,전남,46,전라남도 목포시 옥암로 168-143층(옥암동),
오범균,7172,3019163473,True,K-블랙벨트태권도 원평관,태권도,충북,43,충북 청주시 흥덕구 분평동1303번지 2층 금강태권도,
김미옥,18048,6129121937,True,KAFA휘트니스,댄스,경남,48,경남 거제시 고현동금호쇼핑 3층 카파휘트니스 (고현동),
정주이,24254,3323100221,True,J리듬체조,기타종목,광주,29,광주광역시 북구 첨단연신로91번길 20-7창우빌딩 401호(신용동),0625747300
서영란,1,4070656973,True,G.X휘트니스센터,에어로빅,전북,52,전라북도 남원시 큰들길 374층(도통동),0636254080
김기윤,1,6071755022,True,JUST DANCE 학원,댄스,부산,26,부산광역시 동래구 금강로 425층 JUST DANCE(온천동),0515529733
김양식,1,1656800286,True,JY정의GYM,기타종목,경남,48,경상남도 김해시 삼안로 2992층 JY정의GYM(삼방동),0553375967
정진호,21629,5533000011,True,J스포츠스쿨,축구,부산,26,부산광역시 사상구 엄궁로 954층(엄궁동),
김근범,2,1199199182,True,K-합기도,합기도,광주,29,광주광역시 광산구 선운로20번길 57수정빌딩 2층 K-합기도(선암동),0629459111
한광덕,1,6151705654,True,KD댄스아카데미,댄스(줌바 등),경남,48,경상남도 김해시 활천로267번길 19삼현빌딩3층KD댄스아카데미(삼방동),0553248382
박성일,1,8459700247,True,KAT태권도,태권도,서울,11,"서울특별시 양천구 신목로 7삼성상가201호(신정동, 목동삼성아파트)",
한동혁,1,1259066393,True,KG태권짐,태권도,경기,41,경기도 평택시 청북읍 안청로1길 45-15층 KG태권짐,
오연기,1,1249033166,True,KH경희대태권도체육관,태권도,경기,41,경기도 수원시 영통구 매영로310번길 87동보신명상가동 3층 304호(영통동),
이창수,1,8729000880,True,KIDS 나라찬태권도장,태권도,경기,41,"경기도 의정부시 송양로 942층 KIDS나라찬태권도(민락동, 민락엘레트19단지)",
김정욱,17114,4109223224,True,KIMS태권도,태권도,광주,29,광주 광산구 산정동970-3,
이태현,1,6039735462,True,KJA 도래울점프클럽&태권도,기타종목,경기,41,경기도 고양시 덕양구 도래울로 522층(도내동),
박경수,26395,1329278187,True,KLT 실전태권도,태권도,경기,41,경기도 남양주시 평내로29번길 41메인프라자 2층 201호 KLT실전태권도(평내동),
김승환,1,3782300668,True,KMD축구클럽,축구,경기,41,"경기도 파주시 청석로 300920동802호(다율동, 청석마을대원효성아파트)",
한택신,1,2919700552,True,KM복싱다이어트,복싱,부산,26,부산광역시 금정구 금강로 4052층(구서동),
이성근외 1명,26536,7090600695,True,KOREA BJJ 영주,기타종목,경북,47,경상북도 영주시 선비로 198-11층 체육관(영주동),
김헌수,1,2279512766,True,KOREA국가대표태권도장,태권도,경북,47,경상북도 경산시 경청로222길 242층 KOREA국가대표태권도장(백천동),
김수연,25251,3029039208,True,KSPORTS CLUB,발레,충북,43,충청북도 영동군 영동읍 계산로2길 43층 K-SPORTS CLUB,
김정용,1,7219301597,True,KTA 가온태권도,태권도,경남,48,경상남도 진주시 도동로247번길 112층 태권도장(하대동),
김태균,26518,4839200442,True,KTC 김태균 태권도장,태권도,전남,46,전라남도 화순군 화순읍 중앙로 964층 KTC 김태균 태권도장,
김현준,1,1199110004,True,KTC신성태권도,태권도,서울,11,서울특별시 관악구 서림길 223층(신림동),
이성재,25487,3069517593,True,KTC용인대태권도아카데미,태권도,경남,48,"경상남도 창원시 진해구 냉천로 257상가동 204로(자은동, 엘에이치자은프라임)",
김문화,1,6151699081,True,JPM필라테스장유지부,필라테스,경남,48,경상남도 김해시 율하2로97번길 30401호(율하동),
최용섭,22208,3519900130,True,KTI국가대표태권스쿨,태권도,경기,41,경기도 시흥시 죽율로 38시흥푸르지오6차2단지상가3층(죽율동),
구자평,1,6029467387,True,KTI멘토태권도장,태권도,세종,36,"세종특별자치시 다정남로 22상가1층 107,108호(다정동, 가온마을1단지)",
윤진호,1,2229930618,True,KTI용인대 태권도,태권도,서울,11,서울특별시 마포구 방울내로 76-12층(망원동),
오지원,1,8229101805,True,KTI용인대하랑태권도,태권도,경기,41,"경기도 시흥시 장현능곡로 1846층 3,4호(능곡동)",
임정섭,25924,7609900071,True,KTI월드태권스쿨,태권도,서울,11,"서울특별시 은평구 진관4로 100상림마을푸르지오 613동 1층상가 KTI월드태권스쿨(진관동, 은평뉴타운상림마을)",
김장환 ,1,6609002121,True,KTI태권도(제주1관),태권도,제주,50,제주특별자치도 제주시 천수로 68신천지아파트상가2층202호(일도이동),
여창혁외1명,1,8089900354,True,KTI태권도장,태권도,경기,41,경기도 광주시 초월읍 현산로 902층  KTI 태권도장,
이동익,15650,1379127065,True,KTI태권도장(검단경희인성관),태권도,인천,28,"인천광역시 서구 완정로65번안길 10제상가 B동 116호(마전동, 검단1차 피오레)",
정원호,25094,5159546450,True,KTI한울태권도,태권도,서울,11,"서울특별시 송파구 문정로 551차 상가 2층 KTI한울태권도(문정동, 문정푸르지오아파트)",
차다래,1,5491101529,True,Kl다이어트댄스,댄스,경남,48,경상남도 김해시 삼안로291번길 3-211층 다이어트댄스(삼방동),
박동영,8320,5109021411,True,김천정기검도관,검도,경북,47,경북 김천시 지좌동765-2번지,
김재열,1,4739500714,True,모이라트레이닝센터,종합체육시설,부산,26,부산광역시 동래구 사직북로 55층(사직동),
박승욱,1,1379841649,True,당진복싱히어로짐,복싱,충남,44,충청남도 당진시 무수동로 323층(대덕동),
김의철,2,1098120807,True,KBS 스포츠월드 볼링,볼링,서울,11,서울특별시 강서구 공항대로 376KBS스포츠월드(화곡동),0226008855
김태겸,1,8469300539,True,KTI새빛태권도,태권도,세종,36,세종특별자치시 새롬중앙로 47세움빌딩 204호 새빛태권도(새롬동),0448638612
고영섭,1,2072692057,True,제이제이,배드민턴,경기,41,경기도 양평군 양평읍 창대길 77-91층,0317714351
한경수 외1명,14277,1349140695,True,Ktigers 삼성태권도,태권도,경기,41,경기 안성시 공도읍 만정리274-3 골드일번가 402호 경희대석사 삼성태권도,
이광규,1,1420739787,True,K리더스축구클럽,기타종목,경기,41,경기도 광주시 절골길11번길 3K리더스축구클럽(장지동),
최재혁,2,1119045050,True,K비전태권도장,태권도,경기,41,경기도 고양시 덕양구 마상로154번길 11-83층(성사동),
강병근,1,6150938785,True,K스쿼시아카데미,스쿼시,경남,48,경상남도 밀양시 교동로1길 37K스쿼시아카데미(교동),
윤종대,1,1379111767,True,K용인대체육관,태권도,인천,28,인천광역시 연수구 컨벤시아대로42번길 25에비뉴플러스 상가 502호(송도동),
김은철외1명,23684,6199107902,True,K용인대태권도장,태권도,경기,41,경기도 부천시 소사구 안곡로 372층(괴안동),
최원용,23511,1239700531,True,K타이거즈&검바위효태권도,태권도,경기,41,경기도 시흥시 검바위2로 303층 303호(은행동),
나인윤,1,8399101443,True,K헌터스태권도,태권도,광주,29,광주광역시 광산구 목련로273번안길 291층 K헌터스태권도(운남동),
고해영,1,6641200127,True,LINE UP 댄스 앤 휘트니스,에어로빅,경기,41,경기도 화성시 효행로 1051메인프라자610호(진안동),
이종대,2691,5149127108,True,LEE 태권도,태권도,대구,27,대구 남구 봉덕3동1327-56,
안현찬,2,5153300645,True,LM유소년축구클럽,축구,경북,47,경상북도 구미시 금오대로 476LM유소년축구클럽(임은동),
김경래,1,6391201488,True,LPG다이어트댄스 디바,댄스,경남,48,경상남도 김해시 금관대로 1194-1LPG다이어트댄스 디바(2층)(외동),
이진표,1,1284400544,True,LS축구아카데미,축구,대구,27,대구광역시 달서구 상화북로 1894층(상인동),
박민구,1,3999100397,True,LTA 태권도장,태권도,부산,26,"부산광역시 해운대구 해운대해변로 117상가동 211호(우동, 대우마리나1차아파트)",
김탄호,1,6829101944,True,LTA래미안태권도,태권도,부산,26,부산광역시 부산진구 국악로 36LTA래미안태권도(연지동),
김호성,1,4629301437,True,M&H 점핑클럽 (엠엔에이취 태권점핑클럽),기타종목,경기,41,경기도 용인시 기흥구 강남동로 10207호(구갈동),
배준호,19459,3142342140,True,Master BAE 킥복싱 합기도,합기도,충남,44,"충청남도 계룡시 서금암5길 242층 Master BAE 킥복싱 합기도(금암동, 평화마을)",
홍경환,1,4679600282,True,Master H 어울림태권도장,태권도,경기,41,경기도 안산시 상록구 구룡로 42층(일동),
민상기,1,4230200809,True,LM풋살파크,축구(풋살),경북,47,경상북도 구미시 송선로15길 29-21(도량동),
오윤정,1,7274900050,True,M핫요가,요가,경기,41,경기도 남양주시 진접읍 경복대로 2536층 M핫요가,
송경미,24744,4659400297,True,NBB새론태권도우리동네예체능,태권도,경남,48,경상남도 김해시 율하2로115번길 11현대프라자2층(새론태권도and우리동네예체능)(율하동),
조진우,1,8049601364,True,NBJ 줄넘기,기타종목,경기,41,경기도 시흥시 장현장곡로 6대광프라자 702호(장곡동),
최진철,1,7929601421,True,NBJ줄넘기전문교육원,기타종목,경기,41,경기도 고양시 덕양구 동세로 113층 NBJ줄넘기전문교육원(동산동),
이영주,1,1549801579,True,NBJ줄넘기전문클럽,기타종목,경기,41,경기도 양주시 옥정로 214POP타워 905호(옥정동),
박영애,18379,2319003790,True,NEW 에이스 태권도,태권도,경기,41,경기도 동두천시 행선로 102에이스상가 303~304호,
양종섭,1,1299212141,True,NEW코리아태권도아카데미,태권도,경기,41,경기도 성남시 중원구 제일로 372층 NEW코리아태권도아카데미(성남동),
김재필,20575,6099188650,True,NJ복싱체육관,복싱,경남,48,"경상남도 창원시 진해구 진해대로913번길 29NJ복싱다이어트체육관(자은동, 안성명작빌라)",
박상원,1,5110964787,True,NJ복싱체육관 용원점,복싱,경남,48,"경상남도 창원시 진해구 만금로 19그린피아상가 4층 406,407호(용원동)",
김정곤,1,3499000828,True,NKM BOXING GYM,복싱,경남,48,경상남도 김해시 내외로77번길 16보민빌딩 3층(내동),
김현수,1,6272401213,True,NK번지필라테스,필라테스,서울,11,서울특별시 강동구 아리수로93나길 603층 NK번지 필라테스(강일동),
이현아,1,5492400613,True,ZN 댄스 강원점,댄스,강원,51,강원도 인제군 인제읍 인제로206번길 388층803호ZN댄스,0334263679
김정효,1758,4049063566,True,경희대라이온태권도,태권도,전북,52,,
김정환,1,2889001935,True,Made boxing,복싱,인천,28,인천광역시 중구 신도시남로141번길 2대원프라자 5층 502호 메이드 복싱(운서동),0327514645
김진국,1,3772300234,True,NO.1 휘트니스클럽,헬스,충남,44,충청남도 부여군 부여읍 계백로 304넘버원휘트니스클럽,
성수복,22587,2219087022,True,MBA 대성체육관,태권도,강원,51,강원도 춘천시 세실로 2672층(후평동),0332517942
조완기,1,2179986390,True,NTS태권도(신창4호점),태권도,서울,11,서울특별시 도봉구 덕릉로60길 902층 NTS태권도(신창4호점)(창동),
배찬성,7474,2179081728,True,NTS태권도(창동1호점),태권도,서울,11,서울특별시 도봉구 도봉로110나길 363층 (창동),
